127.0.0.1 - - [01/Oct/2025:13:25:29 +0200] "GET / HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /Projekt/verlauf.jsp?page=3 HTTP/1.1" 200 9198
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9237
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9237
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:06 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /Projekt/verlauf.jsp?page=1 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /Projekt/verlauf.jsp?page=1 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:07 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:08 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:08 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:08 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:08 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:09 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:11 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:11 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /Projekt/auth/abmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /Projekt/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /Projekt/benutzer.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /Projekt/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:13 +0200] "GET /Projekt/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:15 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:15 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:15 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:17 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 4552
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:17 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:19 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:19 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:20 +0200] "GET /Projekt/auth/abmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:20 +0200] "GET /Projekt/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:20 +0200] "GET /Projekt/benutzer.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:20 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:21 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:22 +0200] "GET /Projekt/login.jsp?uid=2&versuch=1 HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:22 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:25 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:25 +0200] "GET /Projekt/login.jsp?uid=2&versuch=3 HTTP/1.1" 200 2422
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:25 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:27 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:27 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:27 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:29 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 6350
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:29 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:30 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:30 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:31 +0200] "GET /Projekt/auth/abmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:31 +0200] "GET /Projekt/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:31 +0200] "GET /Projekt/benutzer.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:31 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:32 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:32 +0200] "GET /Projekt/login.jsp?uid=1&versuch=1 HTTP/1.1" 200 2242
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:32 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "GET /Projekt/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "GET /Projekt/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:36 +0200] "GET /Projekt/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:54 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:54 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:55 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9237
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:55 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:56 +0200] "GET /Projekt/verlauf.jsp?page=3 HTTP/1.1" 200 9198
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:56 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:56 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 6844
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:56 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:57 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 6844
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:57 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:57 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 6844
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:57 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:57 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 6844
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:58 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:58 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 6844
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:58 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:58 +0200] "GET /Projekt/verlauf.jsp?page=3 HTTP/1.1" 200 9198
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:58 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9237
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /Projekt/verlauf.jsp?page=1 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:34:59 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:00 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:01 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:01 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:02 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:02 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:20 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15633
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:35:20 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:13 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:13 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:13 +0200] "GET /Projekt/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:13 +0200] "GET /Projekt/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:13 +0200] "GET /Projekt/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:14 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:14 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:15 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:15 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:15 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:15 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:42 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15680
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:42 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:44 +0200] "GET /Projekt/verlauf.jsp?page=0 HTTP/1.1" 200 15680
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:37:44 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/wasser_medium.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/wasser_still.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/wasser_sprudel.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/bier.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/iso.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/kaffe.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/Icon/cola.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/auth/abmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/benutzer.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:21 +0200] "GET /Projekt/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:43 +0200] "GET /Projekt/benutzer.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:43 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:48 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:48 +0200] "GET /Projekt/login.jsp?uid=1&versuch=1 HTTP/1.1" 200 2242
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:48 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:54 +0200] "POST /Projekt/auth/anmeldung HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:54 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6102
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:41:54 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:42:33 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:42:33 +0200] "GET /Projekt/index.jsp?isSuccess=1 HTTP/1.1" 200 6512
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:42:33 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:00 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 16532
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:01 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:09 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:10 +0200] "GET /Projekt/buchung_bearbeiten.jsp?uid=1&buchungid=279 HTTP/1.1" 200 6522
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:10 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:10 +0200] "GET /Projekt/js/bearbeiten.js HTTP/1.1" 200 6947
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:15 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:16 +0200] "GET /Projekt/admin_user.jsp?uid=1 HTTP/1.1" 200 43955
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:16 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:16 +0200] "GET /Projekt/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:16 +0200] "GET /Projekt/js/admin.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:18 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6104
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:18 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:20 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 16531
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:20 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:24 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9281
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:24 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:25 +0200] "GET /Projekt/verlauf.jsp?page=3 HTTP/1.1" 200 9297
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:25 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:25 +0200] "GET /Projekt/verlauf.jsp?page=4 HTTP/1.1" 200 7414
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:25 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:27 +0200] "GET /Projekt/verlauf.jsp?page=3 HTTP/1.1" 200 9297
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:27 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:27 +0200] "GET /Projekt/verlauf.jsp?page=2 HTTP/1.1" 200 9281
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:27 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:28 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6104
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:28 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:36 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 16531
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:36 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:37 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:37 +0200] "GET /Projekt/buchung_bearbeiten.jsp?uid=1&buchungid=279 HTTP/1.1" 200 7431
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:37 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:38 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:38 +0200] "GET /Projekt/admin_user.jsp?uid=1 HTTP/1.1" 200 43955
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:38 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:40 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6104
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:40 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:54 +0200] "GET /Projekt/admin_item.jsp HTTP/1.1" 200 9840
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:54 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:57 +0200] "GET /Projekt/admin_item.jsp?uid=6 HTTP/1.1" 200 6364
